id,Name,Artists,started,Address,Notes,Commisioned,District,images,location
m0623,,NATE OTTO,6/12/2018,"3546 Michigan Avenue, Detroit, MI",,,6,https://www.dropbox.com/s/3jvzoo0sf53lh0x/m0623.jpg?dl=0,
m0624,,GHOST BEARD,6/13/2018,"4845 Fort Street, Detroit, MI",,,6,https://www.dropbox.com/s/xig90d3w5kg6eg1/m0624.jpg?dl=0,
m0625,,PATCH WHISKY,6/13/2018,"4847 Fort Street, Detroit, MI",,,6,https://www.dropbox.com/s/2isc26q3vxyi3ah/m0625.jpg?dl=0,
m0626,,"DOYLE ] , [ DETROIT SIGN PAINTERS",1/13/2013,"2628 Orleans Street, Detroit, MI",,,,https://www.dropbox.com/s/6vb8mgpyytlwm4d/m0626.jpg?dl=0,
m0627,,AYRZ,8/15/2015,"1413 Farmer Street, Detroit, MI",,Library Street Collective,,https://www.dropbox.com/s/kqeb7by55adnjlf/m0627.jpg?dl=0,
m0628,,unknown,1/15/2013,"4447 Avery Street, Detroit, MI",,,,https://www.dropbox.com/s/9u5jpgbmp4ysgae/m0628.jpg?dl=0,
m0629,,RENSONE,10/15/2017,"15111 Livernois Avenue, Detroit, MI",,,7,https://www.dropbox.com/s/1ls691wf9g9urxa/m0629.jpg?dl=0,
m0630,,C KANE,6/15/2017,"1456 Shipherd Street, Detroit, MI",,,,https://www.dropbox.com/s/epc1cxh9jy8oio4/m0630.jpg?dl=0,
m0631,,PAOLO PEDINI,11/17/2014,"4738 East Grand River, Detroit, MI",,4732 Gallery,,https://www.dropbox.com/s/rmf0usf00q3yz4b/m0631.jpg?dl=0,
m0632,,CYDNI ELLEDGE,6/15/2017,"5000 Grand River Avenue, Detroit, MI","Cydni Elledge’s Portraits of Black Youth, Ages 9 – 22 aims to break down stereotypes of her peers. She says, “This portrait series represents truth. The truth that black men are far more than what the world portrays them to be. I began creating this series so everyone can see what I see, what God created them to be.”",,,https://www.dropbox.com/s/x6d9ferdelnaqy1/m0632.jpg?dl=0,
m0633,,WILLIE WAYNE SMITH,11/15/2017,"35 East Grand River, Detroit, MI",,Library Street Collective,5,https://www.dropbox.com/s/rkgryqwmvxscocg/m0633.jpg?dl=0,
m0634,,unknown,6/23/2013,"1022 East Wyandotte Street, Windsor, ON",,,,https://www.dropbox.com/s/d5zslbk4o5xfd4v/m0634.jpg?dl=0,
m0639,,NYCHOS,6/23/2013,"550 Pelisser Street, Windsor, ON",,,,https://www.dropbox.com/s/7r9geod8x9btovf/m0639.jpg?dl=0,
m0642,,PENDING,8/18/2017,"316 East Baltimore Ave, Detroit MI",,The Baltimore Gallery,,https://www.dropbox.com/s/j9nieqdj8vpcf2z/m0642.jpg?dl=0,
m0643,,PENDING,8/18/2017,"317 East Baltimore Ave, Detroit MI",,The Baltimore Gallery,,https://www.dropbox.com/s/yexckyansy2gk12/m0643.jpg?dl=0,
m0671,,BERNAL PEREZ,6/27/2018,"6600 West Vernor Highway, Detroit, MI",,,6,https://www.dropbox.com/s/ibaqw43ponsi50o/m0671.jpg?dl=0,
m0682,,TYLONN J. SAWYER,7/12/2018,"1550 Taylor Street, Detroit, MI",,,5,"https://www.dropbox.com/s/xczheupz9ga22x5/m0682_2.jpg?dl=0, https://www.dropbox.com/s/ipv5c70wjco6hb8/m0682.jpg?dl=0",
m0686,,"MICHAEL BURDICK ] , [ KELLY GOLDEN",6/27/2018,"10125 East Jefferson, Detroit, MI",,Pewabic Pottery,5,https://www.dropbox.com/s/vldng2acvlf1fo1/m0686.jpg?dl=0,
m0687,,NDUBISI OKOYE,7/12/2018,"7900 Mack Avenue, Detroit, MI",,The Commons,5,https://www.dropbox.com/s/feexovvlmsn0kfj/m0687.jpg?dl=0,
m0688,,SUMMER IN THE CITY,6/27/2016,"10500 Lyndon Street, Detroit, MI",,,2,https://www.dropbox.com/s/hj3gnrg4rpqsdic/m0688.jpg?dl=0,
m0689,,LAURA FINLAY,7/12/2018,"4126 Third Avenue, Detroit, MI",,Education Is Not Crime,5,https://www.dropbox.com/s/22ayu4ms0yf0rh2/m0689.jpg?dl=0,
m0690,,FFTY,7/12/2018,"8801 Oakland Avenue, Detroit, MI",,,5,https://www.dropbox.com/s/s32n47h6xcag36t/m0690.jpg?dl=0,
m0691,,PAT PERRY,7/12/2018,"2935 Russell Street, Detroit, MI",,,5,https://www.dropbox.com/s/c37jnxi98qpzotf/m0691.jpg?dl=0,
m0693,,LEDANIA,7/21/2018,"2605 Newark Street, Detroit, MI",,,6,https://www.dropbox.com/s/07dvgzxx9883w4e/m0693.jpg?dl=0,
m0694,,TONY WHLGN,7/21/2018,"19031 Grand River Ave, Detroit, MI",,,1,https://www.dropbox.com/s/qnwoamwem148069/m0694.jpg?dl=0,
m0695,,SUMMER IN THE CITY,7/21/2018,"19031 West 7 Mile Road, Detroit, MI",,,2,https://www.dropbox.com/s/fq9ixhyhew6bqgg/m0695.jpg?dl=0,
m0696,,"BEN HESSKAMP] , [ ALAN THOMAS] , [ ] , [ TEO BRANT",7/24/2018,"5432 Michigan Avenue, Detroit, MI",,,6,https://www.dropbox.com/s/5q4nxybjbpr8inf/m0696.jpg?dl=0,
m0699,,"WC BEVAN ] , [ UNKNOWN",9/1/2017,"5928 Lincoln St, Detroit, MI 48208",,Lincoln Street Art Park,,https://www.dropbox.com/s/3ptdlfayh3g7p5s/m0699.jpg?dl=0,
m0674,,PAT PERRY,9/11/2018,"2605 Newark Street, Detroit, MI",,,,https://www.dropbox.com/s/escm0lbcctaphb9/m0674.jpg?dl=0,
